%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1564783124197660701,1,1564783124197307109,,1,,10,100
1564783125197544297,2,1564783125197293996,,1,,10,0
1564783140888704617,3,1564783140888407945,,1,,10,100
1564783141889389065,4,1564783141889010906,,1,,10,0
1564783158623540649,5,1564783158622970104,,1,,10,100
1564783159624678226,6,1564783159624382019,,1,,10,0
1564783174790791720,7,1564783174789215087,,1,,10,100
1564783175789947473,8,1564783175789664983,,1,,10,0
1564783193625714391,9,1564783193625403881,,1,,10,100
1564783194626010949,10,1564783194625705957,,1,,10,0
1564783211392432131,11,1564783211392163991,,1,,10,100
1564783212393279701,12,1564783212392970085,,1,,10,0
1564783228492499833,13,1564783228492216110,,1,,10,100
1564783229493291458,14,1564783229492971897,,1,,10,0
1564783244494730078,15,1564783244494060039,,1,,10,100
1564783245495368519,16,1564783245494704008,,1,,10,0
1564783260547435864,17,1564783260547125101,,1,,10,100
1564783261548154023,18,1564783261547759056,,1,,10,0
1564783277733442888,19,1564783277733165979,,1,,10,100
1564783278733404202,20,1564783278733146905,,1,,10,0
1564783295432814626,21,1564783295432532072,,1,,10,100
1564783296433914522,22,1564783296433636903,,1,,10,0
1564783315135799953,23,1564783315135529994,,1,,10,100
1564783316135895976,24,1564783316135575056,,1,,10,0
1564783332700997280,25,1564783332700681924,,1,,10,100
1564783333700583074,26,1564783333700262069,,1,,10,0
1564783352964161522,27,1564783352963845968,,1,,10,100
1564783353965229932,28,1564783353964925050,,1,,10,0
1564783368970480216,29,1564783368970117092,,1,,10,100
1564783369970009242,30,1564783369969672918,,1,,10,0
1564783388497581083,31,1564783388497243881,,1,,10,100
1564783389497938923,32,1564783389497643947,,1,,10,0
1564783407896839685,33,1564783407896557092,,1,,10,100
1564783408897757690,34,1564783408897440910,,1,,10,0
1564783426800636686,35,1564783426800334930,,1,,10,100
1564783427800216020,36,1564783427799859046,,1,,10,0
1564783444810355387,37,1564783444810015916,,1,,10,100
1564783445809911097,38,1564783445809634923,,1,,10,0
1564783462366990983,39,1564783462366735935,,1,,10,100
1564783463368409904,40,1564783463368056058,,1,,10,0
1564783481740056798,41,1564783481739691019,,1,,10,100
1564783482741009858,42,1564783482740700006,,1,,10,0
1564783502653403707,43,1564783502653074026,,1,,10,100
1564783503654292374,44,1564783503653803110,,1,,10,0
1564783525068918127,45,1564783525068636894,,1,,10,100
1564783526069366325,46,1564783526069083929,,1,,10,0
1564783545857192396,47,1564783545856897115,,1,,10,100
1564783546857472198,48,1564783546857170104,,1,,10,0
1564783564907998904,49,1564783564907701015,,1,,10,100
1564783565908027949,50,1564783565907625913,,1,,10,0
1564783580937133807,51,1564783580936825037,,1,,10,100
1564783581936220886,52,1564783581935969114,,1,,10,0
1564783598872437385,53,1564783598872158050,,1,,10,100
1564783599871702551,54,1564783599871378898,,1,,10,0
1564783618268036826,55,1564783618267734050,,1,,10,100
1564783619268256639,56,1564783619267901897,,1,,10,0
1564783635236287652,57,1564783635235991001,,1,,10,100
1564783636237215171,58,1564783636236903905,,1,,10,0
1564783655108880663,59,1564783655108592033,,1,,10,100
1564783656108499793,60,1564783656108203887,,1,,10,0
1564783671473699402,61,1564783671473432064,,1,,10,100
1564783672474379747,62,1564783672473957061,,1,,10,0
1564783687474580533,63,1564783687474178075,,1,,10,100
1564783688474843662,64,1564783688474550962,,1,,10,0
1564783703477524337,65,1564783703477176904,,1,,10,100
1564783704477323617,66,1564783704477092027,,1,,10,0
1564783722547908225,67,1564783722547605037,,1,,10,100
1564783723548874403,68,1564783723548125982,,1,,10,0
1564783742707291321,69,1564783742706948995,,1,,10,100
1564783743708393415,70,1564783743708102941,,1,,10,0
1564783784637700443,71,1564783784637373924,,1,,10,100
1564783785638103565,72,1564783785637742042,,1,,10,0
1564783803676310891,73,1564783803676033020,,1,,10,100
1564783804675810837,74,1564783804675532102,,1,,10,0
1564783821008669829,75,1564783821008424997,,1,,10,100
1564783822009363800,76,1564783822009094953,,1,,10,0
1564783837011631341,77,1564783837011339902,,1,,10,100
1564783838011226014,78,1564783838010932922,,1,,10,0
1564783867741988662,79,1564783867740988969,,1,,10,100
1564783868740827351,80,1564783868740521907,,1,,10,0
1564783887411463894,81,1564783887410789012,,1,,10,100
1564783888411468742,82,1564783888411118984,,1,,10,0
1564783930472253619,83,1564783930471936941,,1,,10,100
1564783931471949125,84,1564783931471514940,,1,,10,0
1564783948079578705,85,1564783948079271078,,1,,10,100
1564783949079044510,86,1564783949078748941,,1,,10,0
1564783966043820618,87,1564783966043540954,,1,,10,100
1564783967045713805,88,1564783967045407056,,1,,10,0
1564783982045812362,89,1564783982044703006,,1,,10,100
1564783983045549656,90,1564783983045268058,,1,,10,0
1564784005718575631,91,1564784005718234062,,1,,10,100
1564784006718373442,92,1564784006718036890,,1,,10,0
1564784021719159180,93,1564784021718893051,,1,,10,100
1564784022718548446,94,1564784022718296051,,1,,10,0
1564784037742823893,95,1564784037742532014,,1,,10,100
1564784038743443567,96,1564784038743194103,,1,,10,0
1564784057045225395,97,1564784057044954061,,1,,10,100
1564784058046630799,98,1564784058045989990,,1,,10,0
1564784077414646354,99,1564784077414386987,,1,,10,100
1564784078414191571,100,1564784078413887023,,1,,10,0
1564784097380623918,101,1564784097380317926,,1,,10,100
1564784098379996508,102,1564784098379486083,,1,,10,0
1564784113412990251,103,1564784113412667989,,1,,10,100
1564784114416033467,104,1564784114412643909,,1,,10,0
1564784141515960914,105,1564784141515655994,,1,,10,100
1564784142516645714,106,1564784142516150951,,1,,10,0
1564784158813706471,107,1564784158813241958,,1,,10,100
1564784159814645999,108,1564784159813682079,,1,,10,0
1564784175489306133,109,1564784175488979101,,1,,10,100
1564784176489762893,110,1564784176489434003,,1,,10,0
1564784191492288713,111,1564784191491975069,,1,,10,100
1564784192492428099,112,1564784192492144107,,1,,10,0
1564784208850597740,113,1564784208849956035,,1,,10,100
1564784209851057325,114,1564784209850682020,,1,,10,0
1564784228456698491,115,1564784228456384897,,1,,10,100
1564784229456243300,116,1564784229455851078,,1,,10,0
1564784251216636866,117,1564784251216337919,,1,,10,100
1564784252216264866,118,1564784252215823888,,1,,10,0
1564784274816926451,119,1564784274816618919,,1,,10,100
1564784275816167265,120,1564784275815871000,,1,,10,0
1564784297154578729,121,1564784297154330015,,1,,10,100
1564784298155631604,122,1564784298155359029,,1,,10,0
1564784317989115949,123,1564784317988765954,,1,,10,100
1564784318990852890,124,1564784318990586042,,1,,10,0
1564784334022911454,125,1564784334022654056,,1,,10,100
1564784335023100191,126,1564784335022804975,,1,,10,0
1564784350052863898,127,1564784350052607059,,1,,10,100
1564784351052601145,128,1564784351052265882,,1,,10,0
1564784367386774854,129,1564784367386542081,,1,,10,100
1564784368387577137,130,1564784368387233972,,1,,10,0
1564784384820278313,131,1564784384819834947,,1,,10,100
1564784385823941797,132,1564784385823631048,,1,,10,0
1564784402453032941,133,1564784402452754020,,1,,10,100
1564784403453897180,134,1564784403453574895,,1,,10,0
1564784423460626685,135,1564784423460311889,,1,,10,100
1564784424460755346,136,1564784424460431098,,1,,10,0
1564784443135703701,137,1564784443135340929,,1,,10,100
1564784444136077954,138,1564784444135355949,,1,,10,0
1564784459156744054,139,1564784459156023979,,1,,10,100
1564784460155812732,140,1564784460155534982,,1,,10,0
1564784479203809929,141,1564784479203528881,,1,,10,100
1564784480202863662,142,1564784480202605962,,1,,10,0
