%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1554161936478060509,1,1554161936477650880,,1,,3,100
1554161937501865794,2,1554161937501337051,,1,,3,0
1554161961140050117,3,1554161961139791011,,1,,3,100
1554161962139406673,4,1554161962139158010,,1,,3,0
1554161997146583545,5,1554161997146266937,,1,,3,100
1554161998175286823,6,1554161998171546936,,1,,3,0
1554162055714952432,7,1554162055714284896,,1,,3,100
1554162056738377769,8,1554162056737608909,,1,,3,0
1554162073090224299,9,1554162073089857101,,1,,3,100
1554162074125311229,10,1554162074115571022,,1,,3,0
1554162089103677100,11,1554162089103362083,,1,,3,100
1554162090102771712,12,1554162090099143028,,1,,3,0
1554162105131052336,13,1554162105130707025,,1,,3,100
1554162106131911902,14,1554162106131206989,,1,,3,0
1554162121168164636,15,1554162121166910886,,1,,3,100
1554162122165620679,16,1554162122165369987,,1,,3,0
1554162137215727841,17,1554162137215439081,,1,,3,100
1554162138237900400,18,1554162138237556934,,1,,3,0
1554162153234009223,19,1554162153233679056,,1,,3,100
1554162154233495933,20,1554162154232860088,,1,,3,0
1554162169270244599,21,1554162169269856929,,1,,3,100
1554162170271917074,22,1554162170271253108,,1,,3,0
1554162185293324869,23,1554162185292916059,,1,,3,100
1554162186296327810,24,1554162186295958042,,1,,3,0
1554162201336081846,25,1554162201334922075,,1,,3,100
1554162202335816812,26,1554162202335345029,,1,,3,0
1554162217343500527,27,1554162217343182086,,1,,3,100
1554162218344032509,28,1554162218343734979,,1,,3,0
1554162233392346866,29,1554162233391508102,,1,,3,100
1554162234390770637,30,1554162234390400886,,1,,3,0
1554162249419538557,31,1554162249418857097,,1,,3,100
1554162250417915864,32,1554162250417646884,,1,,3,0
1554162265445402617,33,1554162265444978952,,1,,3,100
1554162266445314765,34,1554162266444897890,,1,,3,0
1554162281481308872,35,1554162281477760076,,1,,3,100
1554162282479880274,36,1554162282479269981,,1,,3,0
1554162331636044320,37,1554162331631486892,,1,,3,100
1554162332642560159,38,1554162332642242908,,1,,3,0
1554162347648831491,39,1554162347648443937,,1,,3,100
1554162348672898140,40,1554162348672513008,,1,,3,0
1554162373463190703,41,1554162373462807893,,1,,3,100
1554162374495035605,42,1554162374494765996,,1,,3,0
1554162389477112669,43,1554162389476788043,,1,,3,100
1554162390480297857,44,1554162390477149963,,1,,3,0
1554162405515923761,45,1554162405511300086,,1,,3,100
1554162406506438507,46,1554162406506125926,,1,,3,0
1554162439625681782,47,1554162439625385999,,1,,3,100
1554162440637546216,48,1554162440637270927,,1,,3,0
1554162455638684344,49,1554162455638396978,,1,,3,100
1554162456666153758,50,1554162456641067028,,1,,3,0
1554162471671367489,51,1554162471670559883,,1,,3,100
1554162472671382496,52,1554162472670705080,,1,,3,0
1554162487685292704,53,1554162487684866905,,1,,3,100
1554162488693198793,54,1554162488690763950,,1,,3,0
1554162503715069157,55,1554162503714409112,,1,,3,100
1554162504715350018,56,1554162504714945077,,1,,3,0
1554162538475232761,57,1554162538474591016,,1,,3,100
1554162539477556454,58,1554162539477150917,,1,,3,0
1554162554515490680,59,1554162554515222072,,1,,3,100
1554162555515162913,60,1554162555514851093,,1,,3,0
1554162570550252728,61,1554162570549907922,,1,,3,100
1554162571550232172,62,1554162571549804925,,1,,3,0
1554162595876894635,63,1554162595876581907,,1,,3,100
1554162596878001520,64,1554162596877666950,,1,,3,0
1554162611920729212,65,1554162611920429944,,1,,3,100
1554162612919109219,66,1554162612918859004,,1,,3,0
1554162627949269986,67,1554162627948915958,,1,,3,100
1554162628948309819,68,1554162628947982072,,1,,3,0
1554162643976432064,69,1554162643974724054,,1,,3,100
1554162644975777094,70,1554162644975368022,,1,,3,0
1554162660027881202,71,1554162660026547908,,1,,3,100
1554162661049707190,72,1554162661049464941,,1,,3,0
1554162676048903045,73,1554162676048563003,,1,,3,100
1554162677048514194,74,1554162677048167943,,1,,3,0
1554162718304409532,75,1554162718304038047,,1,,3,100
1554162719330508036,76,1554162719328609943,,1,,3,0
1554162734314194113,77,1554162734312983036,,1,,3,100
1554162735317947322,78,1554162735317650079,,1,,3,0
1554162750356109724,79,1554162750355690956,,1,,3,100
1554162751354006354,80,1554162751353703022,,1,,3,0
1554162766397640388,81,1554162766397349119,,1,,3,100
1554162767391279073,82,1554162767390970945,,1,,3,0
1554162804636304472,83,1554162804636014938,,1,,3,100
1554162805640804984,84,1554162805640105962,,1,,3,0
1554162820637351460,85,1554162820636723041,,1,,3,100
1554162821664798356,86,1554162821664540052,,1,,3,0
1554162836653389523,87,1554162836653074979,,1,,3,100
1554162837654010585,88,1554162837653724908,,1,,3,0
1554162852686438135,89,1554162852686080932,,1,,3,100
1554162853686094948,90,1554162853685795068,,1,,3,0
1554162895866866579,91,1554162895866465091,,1,,3,100
1554162896834983778,92,1554162896834558963,,1,,3,0
1554162911845571720,93,1554162911844698905,,1,,3,100
1554162912863694904,94,1554162912862459897,,1,,3,0
1554162927854315973,95,1554162927853950977,,1,,3,100
1554162928853669673,96,1554162928853394031,,1,,3,0
