%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1568325600777147824,1,1568325600776801109,,1,,10,100
1568325601777191317,2,1568325601776279926,,1,,10,0
1568325622240895449,3,1568325622240545988,,1,,10,100
1568325623216847621,4,1568325623216283082,,1,,10,0
1568325643902685735,5,1568325643902348995,,1,,10,100
1568325644905288384,6,1568325644904944896,,1,,10,0
1568325659908223901,7,1568325659907875061,,1,,10,100
1568325660908779410,8,1568325660908008098,,1,,10,0
1568325675943525370,9,1568325675943202972,,1,,10,100
1568325676965582118,10,1568325676962982892,,1,,10,0
1568325695679782304,11,1568325695679335117,,1,,10,100
1568325696680627212,12,1568325696680273056,,1,,10,0
1568325711704426539,13,1568325711704133987,,1,,10,100
1568325712705970008,14,1568325712705674886,,1,,10,0
1568325746820525920,15,1568325746820185899,,1,,10,100
1568325747815243495,16,1568325747814778089,,1,,10,0
1568325770041856090,17,1568325770041538000,,1,,10,100
1568325771041855281,18,1568325771041517972,,1,,10,0
1568325786052798232,19,1568325786052390098,,1,,10,100
1568325787052468689,20,1568325787052170991,,1,,10,0
1568325821984604248,21,1568325821984282970,,1,,10,100
1568325822981653558,22,1568325822981389045,,1,,10,0
1568325838012242574,23,1568325838011934041,,1,,10,100
1568325839010485038,24,1568325839010060071,,1,,10,0
1568325866533162827,25,1568325866532866001,,1,,10,100
1568325867537999813,26,1568325867537621021,,1,,10,0
1568326194979839629,27,1568326194979115009,,1,,10,100
1568326195984973490,28,1568326195984694957,,1,,10,0
1568326217991628680,29,1568326217991131067,,1,,10,100
1568326218961726910,30,1568326218960489988,,1,,10,0
1568326233990049311,31,1568326233989732027,,1,,10,100
1568326234999204330,32,1568326234998639106,,1,,10,0
1568326250013441812,33,1568326250011055946,,1,,10,100
1568326251011901455,34,1568326251011533021,,1,,10,0
1568326279405233383,35,1568326279404788970,,1,,10,100
1568326280405944153,36,1568326280405431032,,1,,10,0
1568326295415307467,37,1568326295415030956,,1,,10,100
1568326296416965396,38,1568326296416624069,,1,,10,0
1568326329387843429,39,1568326329384907960,,1,,10,100
1568326330390897163,40,1568326330389549016,,1,,10,0
1568326357826837906,41,1568326357826493024,,1,,10,100
1568326358828020254,42,1568326358827382087,,1,,10,0
1568326373859272606,43,1568326373858906030,,1,,10,100
1568326374860407137,44,1568326374860053062,,1,,10,0
1568326402662401668,45,1568326402662070035,,1,,10,100
1568326403674069619,46,1568326403673731088,,1,,10,0
1568326438730784029,47,1568326438730106115,,1,,10,100
1568326439729650125,48,1568326439729160070,,1,,10,0
1568326454732786294,49,1568326454732441902,,1,,10,100
1568326455732415031,50,1568326455731960058,,1,,10,0
1568326786274141963,51,1568326786273783922,,1,,10,100
1568326787275864841,52,1568326787275481939,,1,,10,0
1568326802280615039,53,1568326802279458045,,1,,10,100
1568326803304324024,54,1568326803303904056,,1,,10,0
1568326826135035285,55,1568326826134552001,,1,,10,100
1568326827140690833,56,1568326827137994050,,1,,10,0
1568326842145604272,57,1568326842145214080,,1,,10,100
1568326843145368618,58,1568326843144834995,,1,,10,0
1568326861638879286,59,1568326861638585090,,1,,10,100
1568326862641293972,60,1568326862640934944,,1,,10,0
1568326877645896717,61,1568326877645504951,,1,,10,100
1568326878644811489,62,1568326878644484043,,1,,10,0
1568326898363416335,63,1568326898363097906,,1,,10,100
1568326899358121061,64,1568326899357803106,,1,,10,0
1568326916624846265,65,1568326916624351024,,1,,10,100
1568326917644064491,66,1568326917643722057,,1,,10,0
1568326934655213070,67,1568326934654731988,,1,,10,100
1568326935653165502,68,1568326935652786016,,1,,10,0
1568326956441541111,69,1568326956437349081,,1,,10,100
1568326957437357406,70,1568326957437016010,,1,,10,0
1568326974682323372,71,1568326974680830001,,1,,10,100
1568326975687814534,72,1568326975687381029,,1,,10,0
1568326994611099141,73,1568326994610558986,,1,,10,100
1568326995619562357,74,1568326995619235038,,1,,10,0
1568327016222474209,75,1568327016222141027,,1,,10,100
1568327017223456433,76,1568327017223083019,,1,,10,0
1568327039289603252,77,1568327039285727024,,1,,10,100
1568327040284009574,78,1568327040283639907,,1,,10,0
1568327056741961178,79,1568327056741636991,,1,,10,100
1568327057742015637,80,1568327057741693973,,1,,10,0
1568327073574980896,81,1568327073573359966,,1,,10,100
1568327074568573880,82,1568327074568260908,,1,,10,0
1568327389919752005,83,1568327389919347047,,1,,10,100
1568327390928182203,84,1568327390926789999,,1,,10,0
1568327405920414389,85,1568327405919646978,,1,,10,100
1568327406920089107,86,1568327406919369935,,1,,10,0
1568327428540044792,87,1568327428539659023,,1,,10,100
1568327429540413609,88,1568327429540025949,,1,,10,0
1568327447137658352,89,1568327447136970996,,1,,10,100
1568327448143341915,90,1568327448142992973,,1,,10,0
1568327463913731883,91,1568327463913006067,,1,,10,100
1568327464883935571,92,1568327464883626937,,1,,10,0
1568327479902585885,93,1568327479902194976,,1,,10,100
1568327480923637796,94,1568327480923235893,,1,,10,0
1568327496605484650,95,1568327496605089902,,1,,10,100
1568327497596215243,96,1568327497595814943,,1,,10,0
1568327512617575921,97,1568327512612313032,,1,,10,100
1568327513613137071,98,1568327513612694025,,1,,10,0
1568327534234182982,99,1568327534232455015,,1,,10,100
1568327535233553938,100,1568327535231681108,,1,,10,0
1568327551857419312,101,1568327551857059955,,1,,10,100
1568327552856618652,102,1568327552856214046,,1,,10,0
1568327585633014133,103,1568327585626771926,,1,,10,100
1568327586626974960,104,1568327586626636981,,1,,10,0
1568327601674376932,105,1568327601674079895,,1,,10,100
