%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1553199684387223920,1,1553199684386868000,,1,,3,100
1553199685385994635,2,1553199685385590076,,1,,3,0
1553199745878542385,3,1553199745877881050,,1,,3,100
1553199746882097730,4,1553199746881424903,,1,,3,0
1553199761927092844,5,1553199761926631927,,1,,3,100
1553199762923976322,6,1553199762923247098,,1,,3,0
1553199777976979612,7,1553199777976475954,,1,,3,100
1553199778977119151,8,1553199778976820945,,1,,3,0
1553199793989633947,9,1553199793989325046,,1,,3,100
1553199794989646029,10,1553199794989151000,,1,,3,0
1553199812023163795,11,1553199812022869110,,1,,3,100
1553199813025210605,12,1553199813024876117,,1,,3,0
1553199828240469207,13,1553199828240139007,,1,,3,100
1553199829237614569,14,1553199829237365961,,1,,3,0
1553199855400553964,15,1553199855400259017,,1,,3,100
1553199856399471650,16,1553199856399161100,,1,,3,0
1553199871435242243,17,1553199871434859037,,1,,3,100
1553199872435487062,18,1553199872434824943,,1,,3,0
1553199887445670736,19,1553199887445352077,,1,,3,100
1553199888451265858,20,1553199888450925111,,1,,3,0
1553199906336065451,21,1553199906335707902,,1,,3,100
1553199907334336864,22,1553199907334067106,,1,,3,0
1553199922821661151,23,1553199922821326971,,1,,3,100
1553199923821518809,24,1553199923821213006,,1,,3,0
1553199938857818513,25,1553199938857578039,,1,,3,100
1553199939857661257,26,1553199939857359886,,1,,3,0
1553199954886729003,27,1553199954886363983,,1,,3,100
1553199955885161788,28,1553199955884752988,,1,,3,0
1553199977119187360,29,1553199977118839979,,1,,3,100
1553199978123178422,30,1553199978122898101,,1,,3,0
1553199993146260532,31,1553199993145284891,,1,,3,100
1553199994148639241,32,1553199994148294925,,1,,3,0
1553200009158680508,33,1553200009156940937,,1,,3,100
1553200010158226324,34,1553200010157946109,,1,,3,0
1553200025184650832,35,1553200025184295892,,1,,3,100
1553200026185189607,36,1553200026183993101,,1,,3,0
1553200045187871927,37,1553200045187489032,,1,,3,100
1553200046188073071,38,1553200046187606096,,1,,3,0
1553200061226412384,39,1553200061226054906,,1,,3,100
1553200062226307067,40,1553200062225668907,,1,,3,0
1553200077229469549,41,1553200077229132890,,1,,3,100
1553200078229114008,42,1553200078228766918,,1,,3,0
1553200108505845751,43,1553200108505482912,,1,,3,100
1553200109506694808,44,1553200109505896091,,1,,3,0
1553200124529549531,45,1553200124529125928,,1,,3,100
1553200125525573269,46,1553200125525194883,,1,,3,0
1553200143152506177,47,1553200143152194023,,1,,3,100
1553200144156587860,48,1553200144156294107,,1,,3,0
1553200159160603998,49,1553200159159967899,,1,,3,100
1553200160187201550,50,1553200160186475038,,1,,3,0
1553200177657679126,51,1553200177657278060,,1,,3,100
1553200178656839627,52,1553200178656188964,,1,,3,0
1553200194058721661,53,1553200194058451890,,1,,3,100
1553200195056678783,54,1553200195056382894,,1,,3,0
1553200215265671411,55,1553200215265350103,,1,,3,100
1553200216262927981,56,1553200216262646913,,1,,3,0
1553200231273603570,57,1553200231272432088,,1,,3,100
1553200232273816885,58,1553200232273508071,,1,,3,0
1553200253629233371,59,1553200253628917932,,1,,3,100
1553200254628494816,60,1553200254628134965,,1,,3,0
1553200271486139384,61,1553200271485763072,,1,,3,100
1553200272482811636,62,1553200272482378005,,1,,3,0
1553200287492631968,63,1553200287492311954,,1,,3,100
1553200288492665953,64,1553200288492352008,,1,,3,0
1553200307316106655,65,1553200307315790891,,1,,3,100
1553200308306432043,66,1553200308305769920,,1,,3,0
1553200323307060587,67,1553200323306780099,,1,,3,100
1553200324313742865,68,1553200324313383102,,1,,3,0
1553200340765502853,69,1553200340765068054,,1,,3,100
1553200341773393800,70,1553200341772866010,,1,,3,0
1553200356833539411,71,1553200356833266973,,1,,3,100
1553200357835449462,72,1553200357835167884,,1,,3,0
1553200377485223722,73,1553200377484905004,,1,,3,100
1553200378491549787,74,1553200378491240024,,1,,3,0
1553200398560968720,75,1553200398558032989,,1,,3,100
1553200399537246550,76,1553200399533613920,,1,,3,0
1553200414880736648,77,1553200414880402088,,1,,3,100
1553200415884077186,78,1553200415878573894,,1,,3,0
1553200430901205208,79,1553200430900902986,,1,,3,100
1553200431896967888,80,1553200431893502950,,1,,3,0
1553200449529381055,81,1553200449529072046,,1,,3,100
1553200450533690290,82,1553200450533364057,,1,,3,0
1553200465546220928,83,1553200465545566082,,1,,3,100
1553200466546335952,84,1553200466546035051,,1,,3,0
1553200483165651727,85,1553200483164942979,,1,,3,100
1553200484171236155,86,1553200484167572021,,1,,3,0
1553200499165216927,87,1553200499164802074,,1,,3,100
1553200500192492762,88,1553200500191381931,,1,,3,0
1553200516704062964,89,1553200516703428030,,1,,3,100
1553200517703699260,90,1553200517703399896,,1,,3,0
1553200532710932003,91,1553200532710547924,,1,,3,100
1553200533710338475,92,1553200533709852933,,1,,3,0
1553200551768002039,93,1553200551767733097,,1,,3,100
1553200552802209848,94,1553200552796601057,,1,,3,0
1553200568485373573,95,1553200568484958887,,1,,3,100
1553200569485778644,96,1553200569485482931,,1,,3,0
1553200587358300733,97,1553200587357989072,,1,,3,100
1553200588336907881,98,1553200588334682941,,1,,3,0
1553200615676716895,99,1553200615676476955,,1,,3,100
1553200616685233886,100,1553200616678319931,,1,,3,0
1553200631710023398,101,1553200631709209918,,1,,3,100
1553200632716682591,102,1553200632716007947,,1,,3,0
1553200651838817820,103,1553200651838402986,,1,,3,100
1553200652838277060,104,1553200652837873935,,1,,3,0
1553200669141965940,105,1553200669141647100,,1,,3,100
1553200670169291795,106,1553200670168109893,,1,,3,0
1553200685180845538,107,1553200685176131010,,1,,3,100
1553200686171792421,108,1553200686171503067,,1,,3,0
1553200706565154364,109,1553200706564841985,,1,,3,100
1553200707567566744,110,1553200707567238092,,1,,3,0
1553200722609260764,111,1553200722606869935,,1,,3,100
1553200723605463408,112,1553200723604614019,,1,,3,0
1553200738612929092,113,1553200738612505912,,1,,3,100
1553200739612133330,114,1553200739611844062,,1,,3,0
1553200756914886421,115,1553200756914483070,,1,,3,100
1553200757915063387,116,1553200757914746999,,1,,3,0
1553200773436392711,117,1553200773435740947,,1,,3,100
1553200774423501332,118,1553200774423182964,,1,,3,0
1553200789688601733,119,1553200789688232898,,1,,3,100
1553200790680009104,120,1553200790679699897,,1,,3,0
1553200805704263243,121,1553200805703557968,,1,,3,100
1553200806717864220,122,1553200806717494964,,1,,3,0
1553200826204620471,123,1553200826204304933,,1,,3,100
1553200827196352457,124,1553200827196069955,,1,,3,0
1553200842917944040,125,1553200842917604923,,1,,3,100
1553200843916530696,126,1553200843915867090,,1,,3,0
1553200859673731836,127,1553200859673307895,,1,,3,100
1553200860673415391,128,1553200860669416904,,1,,3,0
1553200875651627633,129,1553200875651192903,,1,,3,100
1553200876651824497,130,1553200876651503086,,1,,3,0
1553200893915444197,131,1553200893915107011,,1,,3,100
1553200894929342131,132,1553200894928426980,,1,,3,0
1553200909917412246,133,1553200909916925907,,1,,3,100
1553200910916155398,134,1553200910915901899,,1,,3,0
1553200925961009361,135,1553200925960273981,,1,,3,100
1553200926961437204,136,1553200926961117982,,1,,3,0
1553200941989274479,137,1553200941985466957,,1,,3,100
1553200942986062386,138,1553200942985752105,,1,,3,0
1553200958011540904,139,1553200958010284900,,1,,3,100
1553200959010251802,140,1553200959009958982,,1,,3,0
1553200978610087327,141,1553200978609766006,,1,,3,100
1553200979613269585,142,1553200979612270116,,1,,3,0
1553200994620275217,143,1553200994619914054,,1,,3,100
1553200995620190407,144,1553200995619848966,,1,,3,0
1553201016544794706,145,1553201016544451951,,1,,3,100
1553201017545263319,146,1553201017544919013,,1,,3,0
1553201032549589530,147,1553201032549315929,,1,,3,100
1553201033551389231,148,1553201033551083087,,1,,3,0
1553201048580487284,149,1553201048580096960,,1,,3,100
1553201049599372960,150,1553201049598716020,,1,,3,0
1553201069537689978,151,1553201069537379980,,1,,3,100
1553201070561873150,152,1553201070561517000,,1,,3,0
1553201085541828739,153,1553201085541528940,,1,,3,100
1553201086543423791,154,1553201086543102025,,1,,3,0
1553201101555576719,155,1553201101555238962,,1,,3,100
1553201102556219003,156,1553201102555553913,,1,,3,0
1553201117587009840,157,1553201117586718082,,1,,3,100
1553201118588077132,158,1553201118587768077,,1,,3,0
1553201136285303306,159,1553201136284198999,,1,,3,100
1553201137287255200,160,1553201137286938905,,1,,3,0
1553201152348671754,161,1553201152347773075,,1,,3,100
1553201153342865902,162,1553201153342554092,,1,,3,0
1553201168354383846,163,1553201168354051113,,1,,3,100
1553201169358330250,164,1553201169357974052,,1,,3,0
1553201185345354323,165,1553201185344978094,,1,,3,100
