%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1561656898804180889,1,1561656898803857088,,1,,3,100
1561656899802776352,2,1561656899802476882,,1,,3,0
1561656948587663476,3,1561656948586456060,,1,,3,100
1561656949589287289,4,1561656949587416887,,1,,3,0
1561656964605764797,5,1561656964605331897,,1,,3,100
1561656965605565808,6,1561656965605199098,,1,,3,0
1561656980632690859,7,1561656980632396936,,1,,3,100
1561656981661924459,8,1561656981661524057,,1,,3,0
1561656997688604601,9,1561656997688276052,,1,,3,100
1561656998694658969,10,1561656998694297075,,1,,3,0
1561657013721691492,11,1561657013721371889,,1,,3,100
1561657014724798186,12,1561657014724502086,,1,,3,0
1561657033740366153,13,1561657033740055084,,1,,3,100
1561657034740571469,14,1561657034740246057,,1,,3,0
1561657056469831980,15,1561657056469477891,,1,,3,100
1561657057494185230,16,1561657057468936920,,1,,3,0
1561657072481684822,17,1561657072481271982,,1,,3,100
1561657073498069878,18,1561657073497761011,,1,,3,0
1561657090904268145,19,1561657090903954982,,1,,3,100
1561657091904338716,20,1561657091903636932,,1,,3,0
1561657122972771210,21,1561657122972382068,,1,,3,100
1561657123968241535,22,1561657123967952966,,1,,3,0
1561657155923607546,23,1561657155923266887,,1,,3,100
1561657156926279588,24,1561657156925098896,,1,,3,0
1561657185885460087,25,1561657185884814023,,1,,3,100
1561657186884128627,26,1561657186883624076,,1,,3,0
1561657217563945460,27,1561657217563663005,,1,,3,100
1561657218568309516,28,1561657218567998886,,1,,3,0
1561657237775532369,29,1561657237775182962,,1,,3,100
1561657238778723289,30,1561657238777997016,,1,,3,0
1561657266355853607,31,1561657266355587005,,1,,3,100
1561657267361414573,32,1561657267361047029,,1,,3,0
1561657282393906786,33,1561657282393395900,,1,,3,100
1561657283386358095,34,1561657283386032104,,1,,3,0
1561657308326238580,35,1561657308325448036,,1,,3,100
1561657309344118214,36,1561657309343708992,,1,,3,0
1561657332804560845,37,1561657332804189920,,1,,3,100
1561657333819100035,38,1561657333818193912,,1,,3,0
1561657357906918261,39,1561657357906595945,,1,,3,100
1561657358907633478,40,1561657358907000064,,1,,3,0
1561657379546137109,41,1561657379545799016,,1,,3,100
1561657380547410809,42,1561657380546272993,,1,,3,0
1561657419926728493,43,1561657419926367044,,1,,3,100
1561657420927756822,44,1561657420926811933,,1,,3,0
1561657445368167438,45,1561657445367460966,,1,,3,100
1561657446365571553,46,1561657446365257978,,1,,3,0
1561657468815519524,47,1561657468815202951,,1,,3,100
1561657469828015995,48,1561657469827358007,,1,,3,0
1561657484873259777,49,1561657484872559070,,1,,3,100
1561657485869604420,50,1561657485869257926,,1,,3,0
1561657500914750358,51,1561657500914448022,,1,,3,100
1561657501917463385,52,1561657501917100906,,1,,3,0
1561657527365871014,53,1561657527358551025,,1,,3,100
1561657528380368215,54,1561657528378926038,,1,,3,0
1561657553254834135,55,1561657553254134893,,1,,3,100
1561657554254007471,56,1561657554253297090,,1,,3,0
1561657571822678707,57,1561657571821997880,,1,,3,100
1561657572821377475,58,1561657572821083068,,1,,3,0
1561657598824178975,59,1561657598818928003,,1,,3,100
1561657599828701536,60,1561657599828007936,,1,,3,0
1561657619028166252,61,1561657619026428937,,1,,3,100
1561657620027311419,62,1561657620026987075,,1,,3,0
1561657642883100080,63,1561657642882721900,,1,,3,100
1561657643900481137,64,1561657643898207902,,1,,3,0
1561657663975919119,65,1561657663975518941,,1,,3,100
1561657664979053084,66,1561657664977351903,,1,,3,0
1561657679998007060,67,1561657679997287034,,1,,3,100
1561657681019175810,68,1561657681018790960,,1,,3,0
1561657707600391911,69,1561657707600090026,,1,,3,100
1561657708601962798,70,1561657708601108074,,1,,3,0
1561657761583079854,71,1561657761582295894,,1,,11,100
1561657762589406358,72,1561657762589015007,,1,,11,0
1561657781747691448,73,1561657781747421979,,1,,3,100
