%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1555964724013426028,1,1555964724013103008,,1,,10,100
1555964725020373898,2,1555964725019701957,,1,,10,0
1555964767621558253,3,1555964767621191978,,1,,10,100
1555964768626034081,4,1555964768625396013,,1,,10,0
1555964796958015339,5,1555964796957629919,,1,,10,100
1555964797979114056,6,1555964797978648900,,1,,10,0
1555964812989556305,7,1555964812988914966,,1,,10,100
1555964813989910562,8,1555964813989252090,,1,,10,0
1555964831931641981,9,1555964831931337118,,1,,10,100
1555964832930217859,10,1555964832929919958,,1,,10,0
1555964850721749327,11,1555964850721441984,,1,,10,100
1555964851737954204,12,1555964851737579107,,1,,10,0
1555964873354512042,13,1555964873354222059,,1,,10,100
1555964874355369621,14,1555964874354197025,,1,,10,0
1555964889367509734,15,1555964889367121934,,1,,10,100
1555964890369463899,16,1555964890369185924,,1,,10,0
1555964923217390565,17,1555964923217068910,,1,,10,100
1555964924221009331,18,1555964924220717906,,1,,10,0
1555964944821228780,19,1555964944820998907,,1,,10,100
1555964945824060196,20,1555964945823761940,,1,,10,0
1555965011428053721,21,1555965011427683115,,1,,10,100
1555965012427187715,22,1555965012426907062,,1,,10,0
1555965032118234408,23,1555965032117938995,,1,,10,100
1555965033116208317,24,1555965033115823030,,1,,10,0
1555965048123823113,25,1555965048123502016,,1,,10,100
1555965049123185732,26,1555965049122910976,,1,,10,0
1555965065061071624,27,1555965065060771942,,1,,10,100
1555965066059857023,28,1555965066059514999,,1,,10,0
1555965087765721838,29,1555965087765407085,,1,,10,100
1555965088765354408,30,1555965088765038967,,1,,10,0
1555965109890173384,31,1555965109889914035,,1,,10,100
1555965110890351771,32,1555965110890110969,,1,,10,0
1555965125895839076,33,1555965125895580053,,1,,10,100
1555965126895701431,34,1555965126895411014,,1,,10,0
1555965154264420559,35,1555965154263884067,,1,,10,100
1555965155267662067,36,1555965155267296075,,1,,10,0
1555965177202631648,37,1555965177202317953,,1,,10,100
1555965178199886869,38,1555965178199470996,,1,,10,0
1555965193208582238,39,1555965193208121061,,1,,10,100
1555965194207614116,40,1555965194207334041,,1,,10,0
1555965213566001001,41,1555965213565696954,,1,,10,100
1555965214565980875,42,1555965214565577030,,1,,10,0
1555965232492440750,43,1555965232492069005,,1,,10,100
1555965233502708652,44,1555965233502434968,,1,,10,0
1555965252766860339,45,1555965252766391038,,1,,10,100
1555965253765770822,46,1555965253765516042,,1,,10,0
1555965268896169451,47,1555965268895870923,,1,,10,100
1555965269894959219,48,1555965269894547939,,1,,10,0
1555965284896462482,49,1555965284896218061,,1,,10,100
1555965285896710057,50,1555965285896353006,,1,,10,0
1555965308802653403,51,1555965308801959037,,1,,10,100
1555965309818375952,52,1555965309818094968,,1,,10,0
1555965329426989639,53,1555965329426513910,,1,,10,100
1555965330426783820,54,1555965330426141977,,1,,10,0
1555965356570638955,55,1555965356568597078,,1,,10,100
1555965357567649050,56,1555965357567405939,,1,,10,0
1555965376096582397,57,1555965376096271038,,1,,10,100
1555965377094563437,58,1555965377094305992,,1,,10,0
1555965396669623022,59,1555965396668978929,,1,,10,100
1555965397669940502,60,1555965397669267892,,1,,10,0
1555965412717716452,61,1555965412715090036,,1,,10,100
1555965413715506027,62,1555965413715162038,,1,,10,0
1555965435525558740,63,1555965435525263071,,1,,10,100
1555965436543079775,64,1555965436542311906,,1,,10,0
1555965451525604098,65,1555965451525280952,,1,,10,100
1555965452540635857,66,1555965452540313959,,1,,10,0
1555965471861889534,67,1555965471861567020,,1,,10,100
1555965472862725748,68,1555965472861896991,,1,,10,0
1555965494177117187,69,1555965494176790952,,1,,10,100
1555965495172332579,70,1555965495171978950,,1,,10,0
1555965520102237694,71,1555965520101923942,,1,,10,100
1555965521103362070,72,1555965521103070974,,1,,10,0
1555965542035764184,73,1555965542035527944,,1,,10,100
1555965543036045124,74,1555965543035785913,,1,,10,0
1555965562999740220,75,1555965562999499082,,1,,10,100
1555965564000140348,76,1555965563999835968,,1,,10,0
1555965579064488284,77,1555965579061341047,,1,,10,100
1555965580062485338,78,1555965580062192916,,1,,10,0
1555965600059615154,79,1555965600059324979,,1,,10,100
1555965601034265551,80,1555965601033544063,,1,,10,0
1555965623708996091,81,1555965623708631992,,1,,10,100
1555965624710275425,82,1555965624709371089,,1,,10,0
1555965640402444390,83,1555965640402121067,,1,,10,100
1555965641403408455,84,1555965641402019023,,1,,10,0
1555965663513546213,85,1555965663513257026,,1,,10,100
1555965664538808542,86,1555965664538527965,,1,,10,0
1555965684309791410,87,1555965684309114933,,1,,10,100
1555965685338513656,88,1555965685337949037,,1,,10,0
1555965700338367980,89,1555965700338048934,,1,,10,100
1555965701344406583,90,1555965701343956947,,1,,10,0
1555965725069468177,91,1555965725062652111,,1,,10,100
1555965726062068527,92,1555965726061574935,,1,,10,0
1555965751093983888,93,1555965751069391965,,1,,10,100
1555965752069456942,94,1555965752069168090,,1,,10,0
1555965771443806471,95,1555965771443380117,,1,,10,100
1555965772446628728,96,1555965772446338891,,1,,10,0
1555965790738243205,97,1555965790737926006,,1,,10,100
