%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1568832969922243796,1,1568832969921952009,,1,,10,100
1568832970928382233,2,1568832970927987098,,1,,10,0
1568833005313068554,3,1568833005311088085,,1,,10,100
1568833006307928816,4,1568833006307248115,,1,,10,0
1568833021339799955,5,1568833021338995933,,1,,10,100
1568833022373945713,6,1568833022373481035,,1,,10,0
1568833037342339329,7,1568833037342073917,,1,,10,100
1568833038343491794,8,1568833038342643976,,1,,10,0
1568833053365954363,9,1568833053365535974,,1,,10,100
1568833054364357251,10,1568833054363786935,,1,,10,0
1568833077289209465,11,1568833077288789033,,1,,10,100
1568833078288522396,12,1568833078287781953,,1,,10,0
1568833093340459946,13,1568833093340114116,,1,,10,100
1568833094342744394,14,1568833094342422008,,1,,10,0
1568833111908683375,15,1568833111908369064,,1,,10,100
1568833112914988018,16,1568833112914679050,,1,,10,0
1568833130631708877,17,1568833130631400108,,1,,10,100
1568833131644603582,18,1568833131644299983,,1,,10,0
1568833150762688042,19,1568833150761811017,,1,,10,100
1568833151763701995,20,1568833151763375043,,1,,10,0
1568833172130957024,21,1568833172130472898,,1,,10,100
1568833173132104889,22,1568833173131799936,,1,,10,0
1568833196294567270,23,1568833196293853998,,1,,10,100
1568833197307613052,24,1568833197307161092,,1,,10,0
1568833216979483726,25,1568833216979063034,,1,,10,100
1568833217979577760,26,1568833217979233026,,1,,10,0
1568833526000099464,27,1568833525999691009,,1,,10,100
1568833526985217465,28,1568833526984904050,,1,,10,0
1568833542003311106,29,1568833542003061056,,1,,10,100
1568833543001569910,30,1568833543000834941,,1,,10,0
1568833558154970090,31,1568833558154419898,,1,,10,100
1568833559158534457,32,1568833559157831907,,1,,10,0
1568833593670768966,33,1568833593670476913,,1,,10,100
1568833594666885478,34,1568833594666552066,,1,,10,0
1568833609689487550,35,1568833609689100980,,1,,10,100
1568833610701761322,36,1568833610701472997,,1,,10,0
1568833627844027966,37,1568833627843467950,,1,,10,100
