%time,field.header.seq,field.header.stamp,field.header.frame_id,field.success,field.message,field.pin,field.value
1565124965699857016,1,1565124965699048042,,1,,3,100
1565124966699894667,2,1565124966699582099,,1,,3,0
1565124982810030324,3,1565124982809648036,,1,,3,100
1565124983815566397,4,1565124983815220117,,1,,3,0
1565124998825372666,5,1565124998824146986,,1,,3,100
1565124999823322324,6,1565124999822988986,,1,,3,0
1565125019496491095,7,1565125019496201992,,1,,3,100
1565125020496425217,8,1565125020496159076,,1,,3,0
1565125038492017497,9,1565125038484105110,,1,,3,100
1565125039487411949,10,1565125039487034082,,1,,3,0
1565125057480235186,11,1565125057479815006,,1,,3,100
1565125058480057257,12,1565125058479341983,,1,,3,0
1565125073488917734,13,1565125073488198995,,1,,3,100
1565125074484176139,14,1565125074483761072,,1,,3,0
1565125092448333526,15,1565125092447999000,,1,,3,100
1565125093448042624,16,1565125093447199106,,1,,3,0
1565125108909818049,17,1565125108909096956,,1,,3,100
1565125109908570959,18,1565125109908175945,,1,,3,0
1565125129486440758,19,1565125129486090898,,1,,3,100
1565125130477011622,20,1565125130476727962,,1,,3,0
1565125150561847807,21,1565125150561538934,,1,,3,100
1565125151561364752,22,1565125151560342073,,1,,3,0
1565125170441254672,23,1565125170440975904,,1,,3,100
1565125171441423983,24,1565125171440957069,,1,,3,0
1565125189870123885,25,1565125189869493007,,1,,3,100
1565125190870302192,26,1565125190869910001,,1,,3,0
1565125207296401453,27,1565125207296027898,,1,,3,100
1565125208296981014,28,1565125208296679019,,1,,3,0
1565125224105355018,29,1565125224104996919,,1,,3,100
1565125225106487997,30,1565125225105854034,,1,,3,0
1565125244748592553,31,1565125244748258113,,1,,3,100
1565125245746772993,32,1565125245746371984,,1,,3,0
1565125266683417603,33,1565125266681773900,,1,,3,100
1565125267683406967,34,1565125267683103084,,1,,3,0
1565125284070133341,35,1565125284069832086,,1,,3,100
1565125285070660064,36,1565125285070281028,,1,,3,0
1565125301774691574,37,1565125301774396896,,1,,3,100
1565125302776055379,38,1565125302773894071,,1,,3,0
1565125322541337328,39,1565125322540672063,,1,,3,100
1565125323541252579,40,1565125323540977954,,1,,3,0
1565125343747930406,41,1565125343747505903,,1,,3,100
1565125344748974156,42,1565125344748651981,,1,,3,0
1565125364768042284,43,1565125364766182899,,1,,3,100
1565125365767442350,44,1565125365765907049,,1,,3,0
1565125381584038693,45,1565125381579592943,,1,,3,100
1565125382588998474,46,1565125382588588953,,1,,3,0
1565125398663547494,47,1565125398663239002,,1,,3,100
1565125399665118798,48,1565125399663949012,,1,,3,0
1565125420969178030,49,1565125420968853950,,1,,3,100
1565125421969012542,50,1565125421968734979,,1,,3,0
1565125437279973625,51,1565125437279711008,,1,,3,100
1565125438281523843,52,1565125438280817985,,1,,3,0
1565125457903138897,53,1565125457902740955,,1,,3,100
1565125458903583992,54,1565125458903134107,,1,,3,0
1565125473914642792,55,1565125473914355993,,1,,3,100
1565125474914506517,56,1565125474914185047,,1,,3,0
1565125490176385229,57,1565125490176080942,,1,,3,100
1565125491176085970,58,1565125491175718069,,1,,3,0
1565125512060062728,59,1565125512051980018,,1,,3,100
1565125513059194763,60,1565125513058485031,,1,,3,0
1565125531775101339,61,1565125531774800062,,1,,3,100
1565125532788468663,62,1565125532787966012,,1,,3,0
1565125547845599551,63,1565125547819298982,,1,,3,100
1565125548815168700,64,1565125548814486980,,1,,3,0
1565125570114772262,65,1565125570112097024,,1,,3,100
1565125571111251282,66,1565125571111001014,,1,,3,0
1565125589115998179,67,1565125589115299940,,1,,3,100
1565125590115520356,68,1565125590115222930,,1,,3,0
1565125611449603107,69,1565125611449273109,,1,,3,100
1565125612449351776,70,1565125612449090957,,1,,3,0
1565125628114584500,71,1565125628114249944,,1,,3,100
1565125629118166276,72,1565125629117842912,,1,,3,0
1565125646417250674,73,1565125646416984081,,1,,3,100
1565125647418311070,74,1565125647417922973,,1,,3,0
1565125667940808236,75,1565125667940514087,,1,,3,100
1565125668941105030,76,1565125668940805912,,1,,3,0
1565125685145647577,77,1565125685145330905,,1,,3,100
1565125686160268060,78,1565125686158693075,,1,,3,0
1565125701418475398,79,1565125701418203115,,1,,3,100
1565125702420101682,80,1565125702419090986,,1,,3,0
1565125719982848595,81,1565125719982219934,,1,,3,100
1565125720984972444,82,1565125720984589099,,1,,3,0
1565125744269282953,83,1565125744268865108,,1,,3,100
1565125745279598046,84,1565125745279222011,,1,,3,0
1565125764176922410,85,1565125764176446914,,1,,3,100
1565125765177659651,86,1565125765177321910,,1,,3,0
1565125790894051637,87,1565125790893721103,,1,,10,100
1565125791893405159,88,1565125791892807006,,1,,10,0
1565125804123093629,89,1565125804122692108,,1,,3,100
1565125805123364990,90,1565125805122962951,,1,,3,0
1565125820151735638,91,1565125820151382923,,1,,3,100
1565125821152677405,92,1565125821152403116,,1,,3,0
1565125837953625748,93,1565125837953371047,,1,,3,100
1565125838972867241,94,1565125838970877885,,1,,3,0
1565125857024493792,95,1565125857023967981,,1,,3,100
1565125858024926177,96,1565125858024615049,,1,,3,0
1565125873068818417,97,1565125873068489074,,1,,3,100
1565125874069438709,98,1565125874069125890,,1,,3,0
1565125893351460624,99,1565125893351185083,,1,,3,100
1565125894352261745,100,1565125894351929903,,1,,3,0
1565125910307460302,101,1565125910307107925,,1,,3,100
1565125911307325039,102,1565125911307034969,,1,,3,0
1565125931049184587,103,1565125931048815965,,1,,3,100
1565125932049013245,104,1565125932048636913,,1,,3,0
1565125949265235286,105,1565125949264775037,,1,,3,100
1565125950264920997,106,1565125950264528989,,1,,3,0
1565125967505608907,107,1565125967504893064,,1,,3,100
1565125968528959610,108,1565125968528618097,,1,,3,0
1565125983533962023,109,1565125983528383970,,1,,3,100
1565125984528848546,110,1565125984528517007,,1,,3,0
1565126002954735709,111,1565126002954431056,,1,,3,100
1565126003954949858,112,1565126003954663991,,1,,3,0
1565126021716196437,113,1565126021715936899,,1,,3,100
1565126022717702107,114,1565126022716402053,,1,,3,0
1565126044229949328,115,1565126044229645967,,1,,3,100
1565126045235343290,116,1565126045229593992,,1,,3,0
1565126063894531614,117,1565126063894239902,,1,,3,100
1565126064894489435,118,1565126064894223928,,1,,3,0
1565126079917124268,119,1565126079916824102,,1,,3,100
1565126080917877959,120,1565126080916558027,,1,,3,0
1565126103120771755,121,1565126103120212078,,1,,3,100
1565126104124030143,122,1565126104120690107,,1,,3,0
1565126122322466448,123,1565126122322174072,,1,,3,100
1565126123322134863,124,1565126123321820974,,1,,3,0
1565126145156704175,125,1565126145155193090,,1,,3,100
1565126146169421524,126,1565126146169105052,,1,,3,0
1565126161160447623,127,1565126161160135984,,1,,3,100
1565126162160869604,128,1565126162160578012,,1,,3,0
1565126178864075111,129,1565126178860989093,,1,,3,100
1565126179861208009,130,1565126179860829114,,1,,3,0
1565126197554739549,131,1565126197554383039,,1,,3,100
1565126198572775962,132,1565126198572010040,,1,,3,0
1565126218224764616,133,1565126218222291946,,1,,3,100
1565126219223791487,134,1565126219223407983,,1,,3,0
1565126236074709693,135,1565126236071597099,,1,,3,100
1565126237076035416,136,1565126237075139045,,1,,3,0
1565126252097091979,137,1565126252096725940,,1,,3,100
1565126253096848164,138,1565126253096535921,,1,,3,0
1565126273241417776,139,1565126273240855932,,1,,3,100
1565126274244069452,140,1565126274241075992,,1,,3,0
1565126289525747148,141,1565126289522428989,,1,,3,100
1565126290522022382,142,1565126290521781921,,1,,3,0
1565126306636622141,143,1565126306636295080,,1,,3,100
1565126307636632828,144,1565126307636301994,,1,,3,0
1565126324840138240,145,1565126324838277101,,1,,3,100
1565126325838739262,146,1565126325838082075,,1,,3,0
1565126340853194518,147,1565126340852843999,,1,,3,100
1565126341854737106,148,1565126341854433059,,1,,3,0
1565126361629960370,149,1565126361629512071,,1,,3,100
1565126362629696575,150,1565126362629328966,,1,,3,0
1565126378198763857,151,1565126378195739984,,1,,3,100
